1778716969.072371,0
1778716969.181046,0
1778716969.292986,0
1778716969.429519,0
1778716969.540364,0
1778716969.644943,0
1778716969.764961,0
1778716969.869802,0
1778716969.987203,0
1778716970.094142,0
1778716970.199884,10
1778716970.305011,18
1778716970.409275,18
1778716970.514109,20
1778716970.618544,19
1778716970.733795,17
1778716970.838022,18
1778716970.942446,17
1778716971.046655,18
1778716971.150507,18
1778716971.256143,19
1778716971.361537,19
1778716971.467140,17
1778716971.572888,15
1778716971.677428,15
1778716971.784196,14
1778716971.891639,15
1778716971.998147,13
1778716972.102739,14
1778716972.206924,14
1778716972.311368,14
1778716972.415695,13
1778716972.519619,14
1778716972.623606,14
1778716972.727564,14
1778716972.831397,14
1778716972.935245,14
1778716973.041198,14
1778716973.145154,14
1778716973.249233,14
1778716973.355809,14
1778716973.459201,14
1778716973.562898,15
1778716973.666456,15
1778716973.773070,15
1778716973.877420,16
1778716973.981747,16
1778716974.085712,16
1778716974.189638,16
1778716974.293612,17
1778716974.397504,17
1778716974.501417,17
1778716974.605402,17
1778716974.709059,17
1778716974.812994,18
1778716974.916757,19
1778716975.020658,19
1778716975.125309,19
1778716975.229177,19
1778716975.333090,19
1778716975.436972,19
1778716975.540658,19
1778716975.644779,19
1778716975.748427,19
1778716975.852044,18
1778716975.956122,17
1778716976.059628,15
1778716976.163415,16
1778716976.268446,14
1778716976.377456,14
1778716976.481284,16
1778716976.587710,14
1778716976.692662,15
1778716976.796445,16
1778716976.900351,15
1778716977.004266,16
1778716977.108154,17
1778716977.212827,17
1778716977.319366,20
1778716977.424095,19
1778716977.528265,17
1778716977.632306,19
1778716977.736156,18
1778716977.839972,15
1778716977.943839,16
1778716978.047494,16
1778716978.153273,15
1778716978.257725,15
1778716978.362613,18
1778716978.467231,16
1778716978.571155,17
1778716978.675033,17
1778716978.779635,18
1778716978.886068,18
1778716978.990175,18
1778716979.120224,16
1778716979.225896,18
1778716979.330286,18
1778716979.434407,17
1778716979.538329,18
1778716979.642255,18
1778716979.746558,19
1778716979.850587,18
1778716979.954340,18
1778716980.058335,19
1778716980.162618,16
1778716980.268099,13
1778716980.373498,9
1778716980.478428,8
1778716980.584068,7
1778716980.689816,7
1778716980.793816,8
1778716980.899197,9
1778716981.006774,11
1778716981.110933,15
1778716981.214964,15
1778716981.319175,16
1778716981.425165,16
1778716981.529547,17
1778716981.633883,18
1778716981.747895,18
1778716981.854490,19
1778716981.959115,19
1778716982.063936,19
1778716982.171708,19
1778716982.276430,19
1778716982.382007,19
1778716982.486470,19
1778716982.590714,18
1778716982.694727,18
1778716982.798860,19
1778716982.902871,18
1778716983.006804,19
1778716983.110705,18
1778716983.214581,18
1778716983.320076,19
1778716983.425908,18
1778716983.529612,18
1778716983.633598,17
1778716983.737763,17
1778716983.841815,15
1778716983.946115,16
1778716984.050144,16
1778716984.155554,17
1778716984.261263,16
1778716984.365245,16
1778716984.469475,13
1778716984.574136,15
1778716984.677993,17
1778716984.781656,18
1778716984.885390,17
1778716984.989149,14
1778716985.092834,14
1778716985.196440,15
1778716985.300453,14
1778716985.404597,16
1778716985.509215,16
1778716985.617305,17
1778716985.723303,17
1778716985.827185,15
1778716985.930932,16
1778716986.035035,17
1778716986.144542,15
1778716986.248502,16
1778716986.354060,18
1778716986.458049,13
1778716986.561788,8
1778716986.665605,9
1778716986.769312,8
1778716986.873213,9
1778716986.977767,9
1778716987.081906,10
1778716987.185681,12
1778716987.289676,11
1778716987.394356,11
1778716987.498542,11
1778716987.602483,12
1778716987.706496,13
1778716987.810668,13
1778716987.914523,13
