1778723730.079933,0
1778723730.189043,0
1778723730.300540,0
1778723730.404572,0
1778723730.509942,0
1778723730.615386,0
1778723730.719569,0
1778723730.825092,0
1778723730.930543,0
1778723731.034666,0
1778723731.140207,5
1778723731.246101,13
1778723731.353113,20
1778723731.457002,27
1778723731.576952,35
1778723731.685444,42
1778723731.791977,50
1778723731.896245,56
1778723732.000156,63
1778723732.103970,69
1778723732.208162,77
1778723732.312040,84
1778723732.415756,91
1778723732.519834,98
1778723732.623705,99
1778723732.727453,99
1778723732.831178,99
1778723732.944775,99
1778723733.048853,99
1778723733.153444,99
1778723733.259204,99
1778723733.363175,99
1778723733.467021,100
1778723733.570870,99
1778723733.674672,99
1778723733.778488,99
1778723733.882620,98
1778723733.986542,99
1778723734.090404,99
1778723734.194371,98
1778723734.298354,98
1778723734.402153,98
1778723734.505978,98
1778723734.610390,98
1778723734.714242,97
1778723734.818238,97
1778723734.921842,97
1778723735.026135,97
1778723735.129839,99
1778723735.233578,99
1778723735.337674,100
1778723735.441298,99
1778723735.544939,99
1778723735.649538,97
1778723735.752986,96
1778723735.879194,96
1778723735.983091,95
1778723736.087113,94
1778723736.190891,95
1778723736.294807,95
1778723736.398585,95
1778723736.502513,94
1778723736.606129,94
1778723736.709821,96
1778723736.813629,96
1778723736.917383,95
1778723737.023822,97
1778723737.127645,97
1778723737.231415,97
1778723737.334952,97
1778723737.438606,100
1778723737.544281,98
1778723737.696668,98
1778723737.863070,99
1778723738.027870,99
1778723738.170804,100
1778723738.334840,98
1778723738.532448,98
1778723738.656522,99
1778723738.766393,99
1778723738.904343,99
1778723739.029966,97
1778723739.134092,97
1778723739.237981,99
1778723739.342020,97
1778723739.446092,96
1778723739.556837,99
1778723739.660784,97
1778723739.764637,97
1778723739.871336,96
1778723739.975158,97
1778723740.079035,96
1778723740.182823,96
1778723740.286690,95
1778723740.390682,92
1778723740.513035,93
1778723740.621301,93
1778723740.725056,92
1778723740.848038,92
1778723740.953749,92
1778723741.074641,91
1778723741.185969,91
1778723741.289886,92
1778723741.394720,90
1778723741.499858,85
1778723741.603688,78
1778723741.707356,78
1778723741.813604,75
1778723741.917315,68
1778723742.021277,63
1778723742.125222,58
1778723742.228999,56
1778723742.332542,55
1778723742.437476,54
1778723742.541615,52
1778723742.695042,52
1778723742.858509,52
1778723743.023665,53
1778723743.315330,50
1778723743.480273,52
1778723743.602284,52
1778723743.707051,51
1778723743.814466,52
1778723743.918588,52
1778723744.022453,52
1778723744.129469,52
1778723744.235462,52
1778723744.339352,51
1778723744.474344,55
1778723744.595041,53
1778723744.699053,54
1778723744.803225,53
1778723744.907145,54
1778723745.011098,55
1778723745.114996,55
1778723745.233888,54
1778723745.342114,54
1778723745.447999,55
1778723745.559701,56
1778723745.663904,55
1778723745.767686,55
1778723745.884177,55
1778723745.994251,55
1778723746.098691,50
1778723746.203181,49
1778723746.345043,48
1778723746.449071,49
1778723746.552803,47
1778723746.683685,46
1778723746.787871,46
1778723746.891911,46
1778723747.013417,53
1778723747.123679,52
1778723747.227773,53
1778723747.331823,51
1778723747.436450,50
1778723747.540322,52
1778723747.644250,51
1778723747.748084,51
1778723747.852028,51
1778723747.955943,52
1778723748.059655,53
1778723748.163650,52
1778723748.320072,53
1778723748.453610,53
1778723748.565633,53
1778723748.670594,53
1778723748.799590,52
1778723748.905054,52
1778723749.009016,54
1778723749.131983,54
1778723749.243817,56
1778723749.348856,55
1778723749.453083,56
1778723749.557190,55
1778723749.660994,56
1778723749.764592,57
1778723749.883972,58
1778723749.998168,56
1778723750.149500,56
1778723750.280761,56
1778723750.385151,57
1778723750.513367,56
1778723750.624828,56
1778723750.736958,55
1778723750.840749,56
1778723750.947191,57
1778723751.051094,57
1778723751.162848,56
1778723751.276850,57
1778723751.381292,56
1778723751.488457,57
1778723751.594111,56
1778723751.701928,56
1778723751.806056,56
1778723751.910033,56
1778723752.013726,55
1778723752.117584,54
1778723752.221238,51
1778723752.344964,50
1778723752.449756,50
1778723752.553229,50
1778723752.656734,51
1778723752.780706,49
1778723752.891607,54
1778723752.995964,53
1778723753.099905,53
1778723753.203804,54
1778723753.307569,54
1778723753.412285,54
1778723753.516276,54
1778723753.619922,54
1778723753.728772,53
1778723753.857552,54
1778723753.962010,52
1778723754.066456,55
1778723754.170630,54
1778723754.274238,56
1778723754.377889,53
1778723754.514434,54
1778723754.618810,54
1778723754.751009,54
1778723754.861176,54
1778723754.974292,53
1778723755.083080,54
1778723755.187545,55
1778723755.291508,55
1778723755.395579,56
1778723755.499448,56
1778723755.603235,56
1778723755.708349,55
1778723755.837573,56
1778723755.942477,55
1778723756.046282,57
1778723756.150920,58
1778723756.255084,55
1778723756.359417,55
1778723756.479108,56
1778723756.589621,56
1778723756.694421,55
1778723756.800287,57
1778723756.935132,57
1778723757.041028,57
1778723757.145844,57
1778723757.251042,57
1778723757.355806,56
1778723757.460747,57
1778723757.565593,57
1778723757.670300,57
1778723757.775240,56
1778723757.879879,58
1778723757.984638,57
1778723758.089174,56
1778723758.193882,56
1778723758.298471,56
1778723758.405197,56
1778723758.515858,55
1778723758.620223,56
1778723758.725478,53
1778723758.906143,49
1778723759.029606,49
1778723759.185459,50
1778723759.334104,50
1778723759.477182,47
1778723759.598917,48
1778723759.703563,48
1778723759.811420,47
1778723759.916564,48
1778723760.021381,48
1778723760.125957,48
1778723760.230494,49
1778723760.335000,49
1778723760.442627,48
1778723760.593542,48
1778723760.708320,48
1778723760.841074,49
1778723760.946961,49
1778723761.051553,48
1778723761.156193,49
1778723761.260677,49
1778723761.364914,50
1778723761.476447,50
1778723761.588284,51
1778723761.693038,50
1778723761.797222,50
1778723761.901503,50
1778723762.006010,50
1778723762.110762,50
1778723762.214855,50
1778723762.321441,49
1778723762.428528,50
1778723762.541663,51
1778723762.646213,51
1778723762.756214,51
1778723762.864568,51
1778723762.988453,50
1778723763.095860,51
1778723763.200555,51
