1778723731.085944444,10
1778723731.227626241,26
1778723731.350511956,40
1778723731.459800612,54
1778723731.567855412,68
1778723731.684770807,82
1778723731.796446440,96
1778723731.923950003,106
1778723732.031793499,120
1778723732.139857760,135
1778723732.248003761,147
1778723732.356325833,161
1778723732.465707710,175
1778723732.574896364,188
1778723732.683208145,202
1778723732.794026386,216
1778723732.912032336,231
1778723733.038425562,245
1778723733.146575306,259
1778723733.258400776,272
1778723733.366554953,286
1778723733.474343589,300
1778723733.582155391,312
1778723733.689885183,325
1778723733.797475216,339
1778723733.904974987,353
1778723734.012754959,366
1778723734.122512207,341
1778723734.230274542,324
1778723734.339837610,305
1778723734.447726658,275
1778723734.555875284,254
1778723734.663837849,234
1778723734.771512548,213
1778723734.879291291,189
1778723734.987296120,175
1778723735.095035635,162
1778723735.202762877,141
1778723735.310606184,129
1778723735.419700979,172
1778723735.527621102,175
1778723735.635715483,175
1778723735.743271760,175
1778723735.865635107,175
1778723735.991638579,173
1778723736.099682569,160
1778723736.207769238,96
1778723736.315821247,96
1778723736.423870696,96
1778723736.536189699,96
1778723736.643902774,96
1778723736.751482023,96
1778723736.859024399,107
1778723736.966939299,119
1778723737.074820543,132
1778723737.182720187,145
1778723737.290425138,159
1778723737.398084281,172
1778723737.505633315,183
1778723737.623518293,183
1778723737.814324616,183
1778723737.996914639,183
1778723738.151864370,183
1778723738.298971523,183
1778723738.477870401,183
1778723738.648315826,183
1778723738.774215756,183
1778723738.892805432,170
1778723739.040800612,161
1778723739.167748207,152
1778723739.276318071,143
1778723739.389221444,136
1778723739.498027132,124
1778723739.642349382,114
1778723739.754759865,108
1778723739.866006988,98
1778723739.977650121,91
1778723740.085613407,88
1778723740.193408549,91
1778723740.301433260,91
1778723740.409210657,91
1778723740.521296177,91
1778723740.648025263,89
1778723740.767788998,89
1778723740.879959450,89
1778723741.000359000,89
1778723741.110647617,89
1778723741.225519802,89
1778723741.334982251,89
1778723741.443354407,85
1778723741.552083510,78
1778723741.663416067,71
1778723741.771272593,65
1778723741.879120306,58
1778723741.987469836,51
1778723742.095481550,45
1778723742.203473680,45
